"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d"
"250",413121467,1,2,5,1,1,2,1,1,3,1,4,1,12,2,1,4,3,3,3,2,2,1,2,1
"251",412319708,2,2,5,2,1,2,5,3,1,3,3,1,3,2,2,4,5,3,5,5,2,2,2,2
"252",417181768,3,2,2,2,1,2,5,1,3,3,1,2,6,3,2,4,5,2,5,2,2,1,2,2
"253",412933152,4,1,5,2,1,2,1,1,1,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1
"254",414383640,1,1,2,NA,1,2,4,5,3,3,1,1,4,3,2,2,5,5,5,5,1,1,1,1
"255",413804303,4,2,4,2,1,2,5,4,7,5,2,1,4,3,1,1,2,3,2,5,2,1,1,1
"256",412540323,3,1,3,2,1,2,6,1,5,5,1,1,4,2,2,1,2,2,2,2,1,2,2,1
"257",414468174,1,2,3,NA,1,2,8,5,6,4,2,2,10,3,2,2,2,3,1,5,1,1,1,1
"258",420259256,2,2,2,2,1,2,1,1,4,3,1,2,10,3,1,2,3,3,3,2,1,1,1,1
"259",412943582,4,1,2,2,1,2,5,1,7,4,1,1,6,3,2,1,2,2,3,2,1,2,1,1
"260",410934387,2,2,4,2,1,2,1,3,2,3,2,2,4,3,2,3,5,3,2,3,2,1,1,1
"261",412452848,4,1,2,2,1,2,5,1,5,4,2,1,9,2,1,1,3,3,3,2,1,2,1,1
"262",412893029,3,2,6,1,1,2,1,5,1,2,2,1,9,3,1,4,2,5,2,2,2,1,1,1
"263",412350404,3,2,6,2,1,2,6,4,4,4,2,2,3,2,1,2,3,2,2,3,2,2,2,1
"264",416369140,3,1,2,2,1,2,5,3,5,5,3,2,3,2,2,1,2,2,2,2,1,1,2,1
"265",416860151,2,2,4,1,1,2,1,1,1,1,4,1,9,3,1,4,2,2,3,2,1,1,1,1
"266",412269951,1,2,6,2,1,2,1,1,1,2,4,1,9,1,1,4,3,3,3,2,2,1,2,1
"267",414160692,1,1,2,NA,2,2,2,5,3,2,1,2,3,3,2,4,3,3,3,NA,2,2,1,2
"268",414473863,2,2,2,2,1,2,5,1,7,5,1,1,5,3,1,1,2,2,3,2,1,1,1,1
"269",414332664,3,1,3,2,2,2,4,5,2,3,2,3,2,3,2,4,2,3,2,2,2,1,1,2
"270",412940299,1,2,3,2,3,2,1,3,2,2,4,2,6,2,2,2,3,3,3,5,2,2,2,1
"271",412512064,3,1,3,1,1,2,5,1,5,3,2,1,12,3,1,3,2,2,2,3,2,2,2,2
"272",414227855,1,2,3,1,1,2,1,1,2,2,4,1,7,3,2,4,3,3,5,2,2,1,1,1
"273",414365698,1,2,3,1,1,2,1,5,7,5,2,2,11,3,1,1,3,3,3,5,1,1,2,1
"274",412339519,1,2,5,1,1,2,1,1,2,3,3,1,13,3,1,4,3,3,3,3,1,2,2,1
"275",417181683,2,2,2,2,1,2,5,1,6,2,1,2,5,3,1,1,5,5,5,5,1,1,1,1
"276",415324770,1,2,3,1,1,2,8,5,2,3,4,3,6,3,2,4,3,2,4,4,1,1,2,1
"277",413314979,1,1,4,2,1,2,2,1,7,5,4,1,12,3,1,1,3,2,3,3,1,2,1,1
"278",412301293,1,1,5,2,1,2,5,1,1,1,4,1,7,1,1,4,3,3,2,2,2,1,1,1
"279",416412572,2,1,5,2,1,2,1,1,5,3,3,1,12,3,1,3,2,3,3,3,1,1,1,1
"280",416824499,4,1,2,2,1,2,1,1,5,4,3,1,6,1,2,1,2,2,5,3,1,1,1,1
"281",413622202,3,2,5,1,2,2,1,1,1,2,1,1,9,3,2,4,2,3,5,2,2,1,1,1
"282",412013435,4,1,2,2,1,2,6,3,1,2,2,2,5,3,2,4,3,3,5,5,1,1,1,2
"283",414543500,3,2,5,2,1,2,1,5,1,2,3,2,9,3,1,4,3,3,3,3,2,1,2,1
"284",412519845,3,1,4,1,3,2,6,5,7,5,1,1,2,3,2,2,2,3,2,3,1,1,1,1
"285",411879915,3,2,6,2,1,2,7,1,7,4,1,1,13,3,1,1,2,2,2,3,1,1,1,1
"286",414420609,3,2,1,NA,1,2,1,3,7,5,1,3,3,3,2,3,5,5,2,2,2,1,1,1
"287",412166647,4,2,5,1,1,2,2,5,3,2,4,2,6,3,2,4,3,3,3,3,2,1,1,1
"288",413313070,3,1,1,2,1,2,4,5,4,3,4,1,2,3,2,2,2,3,2,3,1,1,2,1
"289",413895996,3,2,4,2,1,2,1,1,7,5,1,1,10,3,1,1,3,2,3,2,1,1,1,1
"290",419798396,1,1,2,2,1,2,6,6,5,5,4,2,3,3,2,1,3,3,2,2,1,1,1,1
"291",412291969,4,1,3,2,1,2,4,5,6,3,1,1,4,3,2,4,2,2,2,1,2,1,2,1
"292",412303998,1,2,3,2,1,2,5,1,4,4,1,1,5,3,2,2,2,3,3,3,1,1,1,1
"293",413126859,1,2,5,1,4,2,6,5,4,1,3,2,2,3,1,4,2,3,3,3,2,1,1,2
"294",413497817,4,2,3,2,1,2,1,1,6,3,2,3,2,1,2,2,5,5,5,5,1,1,1,2
"295",412374007,2,2,5,2,1,2,1,1,1,2,4,4,7,3,1,4,5,3,2,2,2,1,2,1
"296",412012728,3,1,6,2,1,2,2,1,6,3,3,1,15,2,1,2,NA,NA,NA,3,1,1,1,1
"297",413672292,4,2,5,2,1,2,1,5,5,3,3,1,14,3,1,1,2,2,2,2,1,1,1,1
"298",410904812,3,1,5,2,1,2,9,4,4,3,3,2,3,3,2,4,2,3,2,5,2,2,1,1
"299",412374952,3,1,3,2,1,2,6,3,5,4,1,2,2,3,2,1,3,2,2,2,2,1,2,2
"300",415183210,3,2,5,2,2,2,4,5,1,1,2,2,7,3,2,4,2,5,2,3,2,1,1,2
"301",414212783,1,1,2,2,1,2,5,1,7,4,3,1,9,3,1,1,3,3,3,3,1,1,1,1
"302",410689586,4,1,5,2,1,2,1,1,3,1,4,1,9,3,2,4,3,3,3,2,2,1,2,1
"303",414281289,2,2,2,2,1,2,5,1,6,4,1,3,6,3,1,2,2,3,2,5,2,2,2,1
"304",414316363,3,2,2,2,1,2,7,1,7,3,2,2,4,3,2,1,2,3,2,2,1,1,1,2
"305",412961152,2,1,5,1,1,2,1,5,4,3,4,2,9,3,2,4,2,5,5,5,1,1,2,1
"306",417015985,3,2,2,2,1,2,5,5,3,1,4,1,3,3,1,4,5,1,5,1,1,1,2,1
"307",414404352,3,1,4,NA,3,2,8,5,4,3,1,3,2,3,2,4,2,5,2,5,1,2,2,2
"308",415304612,2,2,2,2,1,2,7,5,1,4,1,1,3,3,2,3,3,2,3,5,1,1,2,1
"309",417690718,4,2,3,2,3,2,1,5,5,3,4,3,3,3,2,2,2,2,3,3,1,1,2,2
"310",417080826,1,1,5,2,1,2,1,1,5,5,1,1,12,3,1,1,3,3,3,3,1,1,1,1
"311",417617392,3,1,6,2,1,2,5,1,1,3,3,1,10,3,1,4,2,2,2,2,2,1,2,2
"312",414518120,3,2,6,2,1,2,1,1,2,2,4,3,10,3,2,3,2,2,2,3,2,1,1,1
"313",413458433,2,2,2,2,1,2,1,1,1,2,1,1,6,2,1,4,2,2,2,2,2,2,2,1
"314",415918483,4,1,5,2,1,2,1,1,4,3,2,1,12,3,2,3,3,3,3,3,1,1,1,1
"315",412879923,3,1,2,2,1,2,5,1,7,5,1,1,8,2,1,1,2,2,2,2,1,2,2,1
"316",412903603,3,1,5,2,1,2,1,5,7,4,3,1,6,3,1,2,2,2,2,2,1,1,1,1
"317",415194074,2,2,4,NA,1,2,2,5,2,2,4,2,3,3,1,4,2,3,2,2,2,1,1,2
"318",413204278,3,2,2,2,1,2,4,6,1,3,3,2,5,2,2,4,2,3,2,3,2,1,1,2
"319",413947690,3,1,4,2,2,2,5,1,1,3,3,2,7,2,2,4,2,2,2,1,2,2,2,1
"320",417080443,4,1,2,2,1,2,5,1,7,5,2,1,11,2,1,1,3,3,3,3,1,2,2,1
"321",414191558,3,2,2,2,1,2,7,1,3,3,1,4,9,3,2,3,3,2,2,5,1,1,1,2
"322",412354820,2,2,4,2,3,2,1,4,7,4,2,1,8,3,1,2,2,3,3,2,1,2,2,1
"323",414755789,4,2,2,2,1,2,7,6,5,5,1,1,4,3,2,2,2,5,5,2,1,1,2,2
"324",414149158,4,1,3,2,1,2,1,1,6,4,1,1,12,2,1,1,3,3,3,3,1,1,2,1
"325",413941833,2,1,2,2,1,2,5,1,5,5,1,1,3,2,2,1,2,3,2,2,2,1,2,2
"326",411887164,4,2,3,2,1,2,1,5,7,4,4,1,2,2,2,4,3,3,3,2,2,2,2,1
"327",415717357,1,1,5,2,1,2,1,1,6,5,1,1,4,2,1,2,3,3,3,2,1,2,2,1
"328",417835248,2,1,5,2,1,2,4,1,5,5,1,1,6,2,2,2,2,3,3,2,1,2,2,1
"329",412282737,3,1,3,2,1,2,6,1,5,5,1,1,7,3,1,1,5,3,3,2,1,1,1,1
"330",413501475,3,1,5,2,4,2,1,1,1,2,1,1,8,3,1,4,2,2,2,2,2,1,1,1
"331",412873954,1,2,5,2,1,2,2,1,3,1,4,2,9,3,2,4,2,3,3,3,2,1,1,1
"332",415198395,2,1,4,1,2,2,1,5,1,4,2,1,7,3,1,4,2,2,2,3,2,2,1,1
"333",414227390,3,1,6,2,1,2,2,1,3,2,1,1,7,2,1,1,2,3,2,5,2,1,2,1
"334",420245662,1,1,6,2,1,2,1,1,7,4,1,1,8,3,1,3,3,3,2,2,1,1,1,1
"335",418874286,4,2,5,1,1,2,1,1,2,1,4,1,10,3,2,4,2,3,3,3,2,1,2,1
"336",413161427,3,1,2,2,1,2,5,5,7,5,1,1,3,3,2,1,2,2,2,2,1,1,2,1
"337",415341316,4,1,6,2,1,2,1,5,1,1,4,1,9,2,1,4,3,3,3,3,2,1,2,1
"338",413408345,3,1,2,2,1,2,5,1,7,5,1,1,6,3,2,1,3,2,2,2,1,1,1,1
"339",414220141,3,1,3,2,3,2,1,5,4,3,1,2,4,3,2,1,2,3,3,3,1,1,2,1
"340",412765525,1,2,5,2,1,2,1,1,6,5,1,4,5,3,2,3,3,5,2,3,1,1,1,1
"341",414161307,3,2,6,1,2,1,1,1,5,3,1,1,10,3,1,4,2,2,3,2,1,1,2,1
"342",412866476,3,2,2,NA,1,2,2,1,6,4,1,1,7,3,1,1,3,2,2,2,1,1,1,1
"343",420210515,4,1,3,2,1,2,1,1,4,3,2,1,6,3,2,1,5,5,5,5,2,1,1,1
"344",414231445,3,2,3,1,1,2,6,5,1,3,4,2,1,3,2,4,2,3,5,5,2,1,1,1
"345",412899005,3,2,5,2,1,2,5,1,4,3,3,1,8,2,1,2,5,3,5,5,1,1,1,1
"346",419499751,3,1,2,NA,1,2,4,5,2,1,1,2,3,3,2,2,5,1,2,3,1,1,2,1
"347",412355402,1,2,4,2,2,2,2,5,2,4,1,2,9,1,1,4,3,3,3,2,1,1,2,1
"348",412881090,4,2,2,2,1,2,2,5,4,3,2,3,1,1,2,4,5,5,5,5,2,2,2,2
"349",415705586,3,2,5,2,1,2,5,3,7,4,1,1,12,3,1,1,2,2,2,2,1,1,1,1
"350",412920581,2,1,3,2,1,2,8,5,7,5,3,2,10,3,2,1,2,3,3,3,1,1,1,1
"351",412980917,3,2,3,2,1,2,5,3,7,5,1,1,2,3,1,1,2,3,2,2,1,1,2,1
"352",418065191,4,1,6,2,1,2,1,1,7,4,1,1,11,3,1,1,2,2,2,2,1,2,2,2
"353",413041959,2,2,5,1,3,2,1,5,2,3,2,3,10,3,1,4,1,5,1,5,2,1,1,2
"354",415587029,3,2,2,2,1,2,1,1,7,5,1,4,7,3,2,1,2,5,5,2,1,1,2,2
"355",415450991,1,2,5,2,1,2,2,1,6,5,2,4,4,3,1,2,5,1,1,1,2,2,1,1
"356",412518090,3,2,2,2,1,2,7,1,7,4,2,1,10,3,2,1,2,3,2,2,1,1,1,1
"357",415226708,3,2,2,NA,1,2,8,5,2,2,1,1,16,3,2,4,2,3,2,2,1,1,1,2
"358",414403073,3,2,2,2,1,2,5,4,4,3,3,2,2,3,2,3,2,2,2,2,2,1,1,1
"359",417079656,4,1,4,2,1,2,5,1,7,5,1,1,7,3,2,1,2,5,2,2,1,2,2,1
"360",413031424,3,1,2,2,1,2,1,1,5,3,2,1,13,3,2,1,3,3,3,2,1,1,2,1
"361",414388011,2,2,2,2,1,2,5,1,2,3,2,2,6,2,2,3,2,3,2,2,2,1,1,1
"362",414725584,1,2,4,2,3,2,1,6,3,1,1,1,4,3,2,4,3,3,5,1,2,1,1,1
"363",414205974,2,2,3,1,2,2,1,6,1,3,2,3,3,3,2,4,5,3,5,NA,1,1,1,1
"364",415377411,3,2,6,1,1,2,1,1,7,4,1,1,8,3,1,1,3,3,3,2,1,1,2,1
"365",417077729,1,1,5,2,3,2,1,5,4,3,4,1,10,1,1,2,3,3,3,1,2,2,2,1
"366",413000721,3,2,6,1,1,2,1,1,3,1,4,1,5,3,2,4,2,2,2,2,2,1,1,1
"367",415504972,3,2,2,2,5,2,1,5,2,3,4,2,2,3,2,4,1,2,2,2,2,1,2,2
"368",414255330,4,2,5,1,2,2,7,5,1,2,1,3,11,2,1,3,3,3,3,2,1,2,1,1
"369",411814710,3,2,4,2,2,2,4,3,1,1,1,1,2,3,1,4,2,2,2,5,2,1,1,1
"370",415005936,2,2,5,NA,2,2,2,1,3,4,1,2,11,3,1,4,2,5,2,5,1,2,1,2
"371",412319979,4,2,6,2,1,2,5,3,1,2,3,1,6,3,1,4,3,3,3,5,2,2,2,1
"372",412879917,3,2,3,2,1,2,5,5,2,2,1,1,2,3,2,4,2,5,2,5,2,2,2,2
"373",417896692,2,2,2,NA,2,2,2,5,2,3,1,4,2,3,2,4,2,5,5,5,1,1,1,1
"374",413400265,3,2,4,2,6,2,4,3,5,1,4,2,1,3,2,3,5,5,5,5,1,1,2,1
"375",412392648,1,2,6,1,1,2,9,1,5,3,3,2,3,3,1,1,3,5,5,2,1,2,2,1
"376",414632690,3,2,5,2,1,2,2,1,7,5,1,2,7,3,1,2,2,5,2,5,1,1,2,2
"377",420241364,3,1,6,2,1,2,1,1,3,1,4,1,7,1,1,4,2,3,2,2,2,1,1,1
"378",420180782,1,2,3,1,1,2,2,5,1,1,2,1,11,3,1,4,3,3,3,3,1,1,1,1
"379",419411673,3,2,6,1,1,2,1,1,7,5,1,1,12,3,2,1,2,2,2,2,1,2,2,1
"380",417351569,1,1,6,2,1,2,1,2,1,3,1,1,7,3,1,4,3,3,2,3,2,2,2,1
"381",414235619,3,2,2,2,2,2,7,1,1,3,1,2,4,3,2,4,2,3,2,3,1,1,2,1
"382",416860483,3,2,2,2,1,2,5,1,1,2,2,1,10,3,1,4,2,3,2,3,2,2,2,1
"383",412888067,2,1,5,2,1,2,1,1,7,4,1,1,8,2,1,1,2,3,3,2,1,2,2,1
"384",417615096,4,1,2,NA,2,2,1,5,3,1,4,1,7,1,2,4,3,3,3,5,2,2,1,1
"385",411868473,4,1,5,2,1,2,5,3,2,1,4,1,3,2,2,4,3,3,3,2,2,1,2,2
"386",413778029,3,1,5,2,1,2,1,1,5,5,1,1,11,2,1,2,2,2,2,5,1,2,2,1
"387",413034618,3,2,2,2,1,2,5,6,2,2,1,3,2,3,2,4,2,2,2,2,2,2,2,2
"388",412874958,4,2,5,2,1,2,2,1,2,2,2,3,4,3,2,4,3,3,3,3,2,1,2,2
"389",414161370,3,2,2,2,1,2,5,1,1,2,4,1,11,3,1,4,2,3,2,2,2,1,2,1
"390",410535466,3,2,3,1,1,2,2,1,1,1,3,1,6,3,1,4,2,3,2,2,2,2,2,1
"391",412245935,3,2,5,2,2,2,1,1,1,3,1,1,7,2,2,4,2,3,2,3,2,2,2,1
"392",412911479,3,1,4,2,1,2,6,3,3,1,4,1,2,3,2,4,2,2,2,2,2,2,2,1
"393",417352809,1,1,6,2,1,2,5,1,1,1,1,1,9,3,2,4,3,3,2,3,2,2,2,2
"394",411869164,4,2,1,2,1,2,5,3,5,3,2,1,4,3,2,2,3,3,3,5,2,1,1,1
"395",415231066,3,2,5,2,1,2,1,5,6,4,2,2,7,3,1,2,3,2,2,5,1,1,2,2
"396",412992781,1,1,2,2,1,2,5,1,7,4,3,1,5,3,1,1,2,4,2,3,1,1,2,1
"397",420272589,3,1,6,2,1,2,1,1,1,1,4,1,8,2,1,4,2,3,2,2,2,1,2,2
"398",415196920,2,2,2,2,4,2,7,1,7,3,1,2,6,3,2,2,5,5,5,5,1,1,1,1
"399",412619479,2,1,5,1,1,2,1,1,7,5,1,1,13,3,1,2,2,2,3,2,1,1,2,1
"400",416395975,1,1,2,2,1,2,1,1,7,5,3,2,5,3,2,1,3,2,2,2,1,1,1,1
"401",413145070,2,1,2,2,1,2,2,4,1,1,4,1,3,3,2,4,2,2,3,2,2,2,2,1
"402",412012719,4,2,6,2,1,2,5,1,7,5,1,1,11,2,1,1,3,3,3,3,1,2,2,1
"403",418249092,3,1,6,1,1,2,1,1,5,4,3,1,12,3,1,2,2,2,2,2,1,2,1,1
"404",415222309,2,2,2,2,1,2,1,5,4,2,3,3,4,3,1,3,2,3,2,1,2,2,2,1
"405",412899039,2,1,5,2,1,2,1,5,3,2,4,1,5,1,1,4,2,3,3,2,2,1,2,2
"406",415712540,2,1,2,2,1,2,7,6,2,2,4,1,7,3,2,2,2,3,3,5,1,1,1,2
"407",412544849,3,1,6,2,1,1,4,1,6,3,2,1,5,3,2,1,2,3,2,3,1,2,1,2
"408",411851937,3,2,2,2,1,2,6,5,2,3,1,1,3,NA,2,4,2,2,2,3,1,1,1,1
"409",414227957,3,1,5,2,2,2,4,5,1,3,2,2,1,3,1,3,2,3,2,3,1,1,2,1
"410",414211281,3,2,2,2,1,2,5,4,4,2,1,4,2,3,2,2,2,3,3,2,2,1,2,1
"411",411800829,2,2,5,2,1,2,7,1,2,4,2,2,10,3,1,2,2,2,3,2,1,1,2,1
"412",411896870,4,1,3,2,1,2,1,1,4,5,1,1,11,2,2,1,3,3,3,2,1,2,1,1
"413",412318843,1,1,4,1,1,2,1,1,6,3,2,3,10,3,2,2,2,3,3,5,2,2,2,1
"414",415655927,2,2,5,1,1,2,1,5,3,2,2,3,7,3,2,4,5,3,5,5,1,1,2,1
"415",418916383,1,1,6,1,1,2,1,1,5,2,1,2,10,1,1,1,2,3,3,3,1,2,1,2
"416",413131138,2,2,5,1,1,2,1,5,7,4,1,1,7,3,2,1,2,2,3,5,1,1,2,1
"417",412311035,3,1,6,1,1,2,7,1,3,3,3,2,3,3,2,3,3,2,2,2,2,1,1,1
"418",415953302,3,1,3,2,1,2,6,5,7,5,2,1,8,3,2,1,2,2,2,2,1,1,1,1
"419",412374703,2,2,3,1,1,2,2,6,1,1,4,1,1,3,2,4,2,3,5,2,2,1,2,1
"420",413167298,1,2,5,2,1,2,1,3,7,5,1,2,10,3,1,1,3,3,3,2,1,2,2,1
"421",417167365,2,2,2,1,1,2,2,1,7,5,1,1,2,1,2,1,2,2,2,2,1,1,1,1
"422",412410103,3,2,4,2,1,2,5,4,1,2,1,1,4,1,2,4,2,3,2,5,2,1,2,2
"423",419256351,3,1,2,NA,1,2,1,5,4,3,1,3,13,3,1,3,5,5,5,5,1,2,1,1
"424",413992000,4,1,5,NA,1,2,1,1,2,1,2,1,10,1,1,4,3,3,5,5,1,1,1,2
"425",416480233,4,2,2,2,1,2,5,5,2,3,3,2,5,1,1,4,3,3,3,3,2,2,1,1
"426",413400296,3,2,3,1,1,2,1,3,7,5,1,2,6,3,2,1,2,2,2,2,1,1,2,1
"427",412900035,4,2,4,1,1,2,6,1,4,1,2,1,6,3,2,4,3,2,3,2,2,2,2,2
"428",414151510,3,2,2,2,1,2,5,3,4,4,4,1,1,3,2,3,5,5,2,5,2,1,2,1
"429",418065089,2,1,6,2,1,2,5,1,7,4,2,1,3,2,1,1,2,3,2,2,1,1,2,1
"430",412294020,3,2,6,2,1,2,5,1,7,5,2,1,5,3,1,1,2,2,2,2,2,1,1,1
"431",413554064,3,2,5,2,1,2,5,4,5,4,1,1,6,3,2,1,2,2,2,2,1,1,2,1
"432",413409413,3,2,5,2,1,2,7,1,3,3,4,1,10,3,1,4,3,2,2,2,2,1,2,2
"433",417000795,3,2,2,2,1,2,5,3,7,3,1,1,6,3,2,1,2,5,5,2,1,1,2,1
"434",412736795,4,2,5,2,1,2,1,1,2,2,1,1,7,2,2,4,2,2,2,3,2,2,2,2
"435",417514349,1,1,2,2,1,2,5,1,4,3,4,2,9,2,1,2,3,3,3,3,1,2,2,1
"436",415528311,3,1,2,2,1,2,4,5,4,4,4,4,2,3,2,3,5,5,5,5,2,2,1,2
"437",412038393,3,2,4,2,1,2,1,1,6,4,1,1,10,3,1,2,2,3,3,3,1,1,1,2
"438",417328857,2,2,6,1,1,2,8,1,1,2,2,2,7,3,2,4,2,5,3,3,2,1,1,1
"439",415877708,2,1,2,2,1,2,5,1,4,4,4,3,4,3,1,4,2,3,3,3,2,1,1,1
"440",416895771,4,2,3,2,1,2,5,4,7,4,1,1,9,3,1,1,3,3,3,3,1,2,1,1
"441",412933861,1,2,2,2,1,2,6,4,5,3,2,3,2,3,2,1,3,5,3,5,1,1,1,1
"442",414175310,3,2,2,2,1,2,6,5,7,5,1,1,5,3,1,1,2,2,2,2,1,1,1,1
"443",417618078,2,1,3,2,1,2,2,1,7,5,1,1,9,1,1,1,2,3,3,2,1,1,1,1
"444",414311569,3,1,3,2,2,2,1,5,2,2,3,2,4,3,2,4,2,1,2,3,1,1,1,2
"445",414203529,2,2,2,2,1,2,5,1,7,2,1,2,4,3,1,1,2,3,2,2,1,1,1,1
"446",413276863,2,2,5,2,1,2,2,1,1,3,4,1,13,2,1,4,2,3,5,2,2,1,1,1
"447",412656741,4,2,4,2,1,2,7,1,7,5,1,2,11,3,2,1,3,3,3,3,1,2,1,2
"448",416051768,4,1,2,2,1,2,5,1,4,3,2,2,5,3,2,2,2,2,2,2,2,1,1,2
"449",411666091,4,2,3,2,1,2,1,1,7,4,3,1,7,3,1,1,3,3,3,2,1,2,1,1
"450",412286683,1,1,6,1,5,2,1,1,6,4,1,2,11,2,1,1,3,3,2,3,1,1,1,1
"451",412528495,1,2,5,1,6,2,1,1,2,1,2,1,10,3,1,4,3,3,2,2,2,1,2,2
"452",410656606,3,2,5,2,1,2,1,1,7,5,1,2,8,3,1,1,3,5,5,2,2,1,1,1
"453",414196311,3,2,4,2,3,2,1,1,2,2,1,2,5,3,1,4,3,3,2,2,1,2,1,1
"454",417619944,1,1,3,2,1,2,5,4,7,5,1,1,3,2,1,1,3,3,2,2,2,1,1,1
"455",413836838,4,2,3,2,1,2,2,2,1,2,NA,1,3,3,2,4,3,3,3,2,2,1,1,1
"456",414223724,2,1,3,NA,3,2,2,5,7,3,3,2,3,2,2,2,3,3,2,3,2,1,2,2
"457",412880171,4,2,5,2,1,2,1,1,1,1,1,1,11,2,2,4,2,2,2,2,2,2,2,2
"458",416801919,3,1,5,2,3,2,1,5,6,4,2,3,12,3,2,2,NA,NA,NA,5,1,1,2,1
"459",415483714,1,2,2,NA,2,1,1,1,1,1,2,2,8,3,2,4,3,3,3,3,1,1,2,2
"460",416763015,2,2,5,2,1,2,1,1,7,4,1,2,9,3,1,1,2,2,2,2,2,2,2,2
"461",420191229,2,1,3,2,1,2,4,2,4,3,2,1,4,2,2,2,2,5,3,2,1,2,2,1
"462",412334398,3,2,6,2,1,2,5,5,1,1,4,1,4,3,1,4,2,3,2,3,2,1,2,1
"463",414259021,2,1,3,2,2,2,1,6,2,3,2,2,7,2,1,2,2,3,3,3,2,2,1,1
"464",415267229,3,2,3,1,1,2,2,5,7,5,1,4,6,3,2,2,2,2,2,2,1,1,1,2
"465",412044645,4,2,4,2,1,2,6,6,3,1,4,1,8,3,2,4,3,3,3,2,2,1,1,1
"466",412900800,4,2,5,1,1,2,7,3,2,2,4,2,2,3,2,4,3,3,3,2,2,2,2,1
"467",413081505,4,2,3,2,1,2,6,5,1,2,2,2,4,3,2,4,3,3,3,3,2,2,2,1
"468",414169770,4,2,5,2,1,2,1,1,2,1,4,3,11,3,1,1,5,3,2,5,2,1,1,1
"469",413982519,2,1,2,2,1,2,1,1,5,4,2,2,7,3,2,2,5,2,5,5,2,1,1,1
"470",417077403,3,2,5,2,1,1,1,1,1,1,4,1,10,3,2,4,3,3,3,3,2,1,2,2
"471",414877585,4,2,3,2,2,1,5,5,1,3,1,1,11,2,2,4,3,3,3,3,2,1,2,2
"472",412375254,2,1,2,1,1,2,5,1,7,4,1,1,9,3,1,1,2,2,3,2,1,1,1,1
"473",412340928,2,2,5,1,1,2,1,1,5,4,2,1,7,3,1,1,2,3,3,2,1,1,1,1
"474",412452422,4,2,3,2,1,2,4,4,1,2,2,1,1,3,2,4,3,3,3,2,2,1,2,1
"475",415998497,1,1,3,NA,1,2,1,5,1,1,4,1,5,3,2,4,3,3,3,2,2,2,1,1
"476",413705266,2,1,5,2,4,2,1,1,5,5,3,1,13,3,1,1,2,3,3,2,1,1,2,1
"477",411860946,2,1,5,2,1,2,7,1,5,4,1,1,8,2,1,1,2,3,3,3,1,1,2,1
"478",412890965,2,2,2,2,1,2,6,3,7,5,1,1,6,3,1,1,5,3,5,5,1,1,1,1
"479",410742991,4,2,5,2,1,2,6,4,1,2,4,1,6,2,1,4,2,3,2,3,2,2,2,1
"480",417837925,1,1,3,NA,1,2,1,1,4,4,1,1,13,3,1,2,3,3,3,2,1,2,2,1
"481",415151875,1,2,1,2,1,2,6,6,2,3,1,2,3,3,2,2,3,2,3,2,1,1,1,2
"482",414219984,2,2,2,2,1,2,7,6,2,3,3,3,3,3,2,4,3,3,3,3,2,2,2,2
"483",410948824,3,1,4,2,1,2,1,1,7,5,1,1,6,3,1,2,2,3,2,2,1,2,1,2
"484",415208638,3,2,3,2,3,2,1,5,4,3,1,1,6,3,2,4,2,1,2,1,2,1,1,2
"485",413291424,3,1,4,2,1,2,1,1,7,5,1,1,10,1,1,1,2,2,2,2,1,2,1,1
"486",420128783,3,2,5,1,1,2,1,1,1,1,4,1,5,3,2,4,2,2,2,5,2,2,2,2
"487",414228521,2,1,5,1,1,2,2,5,4,3,2,1,3,3,2,4,2,2,2,2,2,2,2,1
"488",410931571,3,2,4,2,1,2,5,1,2,3,2,2,4,3,2,4,3,2,2,2,2,1,2,1
"489",416916992,1,1,4,NA,3,2,1,5,7,4,3,2,12,3,2,1,3,3,3,2,1,2,1,2
"490",417080366,2,1,6,2,1,2,5,1,7,4,3,1,11,3,1,1,2,3,3,2,1,1,2,1
"491",414434758,4,1,5,2,2,2,1,1,1,4,1,1,10,3,2,4,3,3,3,3,1,1,1,1
"492",412285799,3,2,2,2,1,2,7,1,1,2,1,1,3,2,2,4,2,3,2,2,2,1,2,1
"493",417841446,1,2,2,NA,1,2,7,3,4,3,1,1,1,3,2,2,5,5,5,2,1,2,2,2
"494",415203324,3,2,2,2,1,2,2,1,2,1,4,3,5,3,2,3,1,5,1,1,1,1,1,2
"495",413112421,3,2,6,1,6,2,1,1,4,3,1,1,9,3,1,4,3,2,3,3,2,2,2,1
"496",410661738,3,1,5,1,1,2,8,5,3,2,4,2,10,3,2,4,2,3,2,2,2,2,1,1
"497",413440916,3,2,3,2,1,2,5,1,3,3,2,2,12,2,1,4,2,3,2,2,1,2,2,1
"498",414281407,4,1,3,2,2,2,1,1,2,2,2,4,6,1,2,2,2,1,1,1,1,1,1,1
"499",417618233,4,1,6,2,1,2,5,6,1,1,4,1,11,2,1,4,3,3,3,3,2,1,2,1
"500",413835774,1,2,5,1,1,2,1,1,4,3,2,1,10,3,2,1,3,3,2,2,1,1,1,1
